,location,total_sqft,bath,price,bhk
3941,Kanakapura,1020.0,2.0,42.83,2
3942,Kanakapura,1699.0,3.0,97.0,3
3943,Kanakapura,1130.0,2.0,45.2,2
3944,Kanakapura,1476.0,3.0,75.0,3
3945,Kanakapura,1295.0,2.0,64.0,2
3946,Kanakapura,1160.0,2.0,46.39,2
3947,Kanakapura,1277.0,2.0,55.0,2
3948,Kanakapura,1151.0,2.0,59.0,2
3949,Kanakapura,945.0,2.0,47.0,2
3950,Kanakapura,1254.0,2.0,70.0,3
3951,Kanakapura,2200.0,3.0,121.0,3
3952,Kanakapura,1340.0,2.0,65.0,2
3954,Kanakapura,1450.0,3.0,75.0,3
3955,Kanakapura,1130.0,2.0,45.2,2
3956,Kanakapura,1283.0,2.0,68.0,2
3957,Kanakapura,2130.0,4.0,120.0,4
3959,Kanakapura,938.0,1.0,50.0,1
3960,Kanakapura,825.0,1.0,35.475,1
3961,Kanakapura,1489.0,2.0,70.0,3
3962,Kanakapura,1477.0,2.0,69.5,3
3963,Kanakpura Road,700.0,2.0,36.0,2
3964,Kanakpura Road,1665.0,3.0,88.0,3
3965,Kanakpura Road,950.0,2.0,57.0,2
3966,Kanakpura Road,2250.0,4.0,110.0,4
3968,Kanakpura Road,525.0,1.0,26.0,1
3970,Kanakpura Road,525.0,2.0,21.53,1
3973,Kanakpura Road,525.0,1.0,27.25,1
3974,Kanakpura Road,1100.0,2.0,58.0,3
3975,Kanakpura Road,525.0,1.0,30.0,1
3977,Kanakpura Road,1339.0,2.0,75.0,2
3978,Kanakpura Road,1100.0,3.0,58.0,3
3979,Kanakpura Road,525.0,1.0,26.0,1
3981,Kanakpura Road,1843.0,3.0,95.84,3
3982,Kanakpura Road,1290.0,2.0,74.0,2
3984,Kanakpura Road,1665.0,3.0,86.58,3
3986,Kanakpura Road,1542.0,2.0,85.0,3
3987,Kanakpura Road,1300.0,2.0,69.0,3
3988,Kanakpura Road,900.0,2.0,46.0,2
3991,Kanakpura Road,900.0,2.0,46.0,2
3992,Kanakpura Road,900.0,2.0,46.0,2
3993,Kanakpura Road,1495.0,2.0,90.0,2
3996,Kanakpura Road,1560.0,3.0,92.0,3
3997,Kanakpura Road,1135.0,2.0,58.0,2
3998,Kanakpura Road,3500.0,6.0,225.0,4
3999,Kanakpura Road,1420.0,2.0,75.0,3
4001,Kanakpura Road,825.0,1.0,36.29,1
4002,Kanakpura Road,983.0,2.0,50.6,2
4007,Kanakpura Road,1843.0,3.0,95.84,3
4009,Kanakpura Road,1366.0,3.0,76.85,2
4011,Kanakpura Road,525.0,1.0,25.0,1
4013,Kanakpura Road,2265.0,3.0,136.0,3
4019,Kanakpura Road,2200.0,3.0,130.0,3
4020,Kanakpura Road,525.0,1.0,30.0,1
4022,Kanakpura Road,1051.0,2.0,56.74,2
4023,Kanakpura Road,525.0,1.0,30.0,1
4028,Kanakpura Road,1300.0,3.0,69.0,3
4029,Kanakpura Road,700.0,2.0,40.0,2
4030,Kanakpura Road,458.0,1.0,19.695,1
4031,Kanakpura Road,1700.0,3.0,88.0,3
4034,Kanakpura Road,2775.0,3.0,165.0,4
4035,Kanakpura Road,1900.0,3.0,99.0,3
4036,Kanakpura Road,1290.0,2.0,80.0,2
4041,Kanakpura Road,1868.0,3.0,113.0,3
4043,Kanakpura Road,1366.0,2.0,83.0,2
4044,Kanakpura Road,700.0,2.0,40.0,2
4046,Kanakpura Road,1339.0,2.0,71.5,2
4048,Kanakpura Road,670.0,1.0,35.0,1
4055,Kanakpura Road,525.0,1.0,30.0,1
4058,Kanakpura Road,1498.0,3.0,95.0,3
4059,Kanakpura Road,525.0,2.0,27.0,1
4060,Kanakpura Road,1665.0,3.0,86.91,3
4061,Kanakpura Road,1665.0,3.0,86.58,3
4062,Kanakpura Road,712.0,1.0,38.44,1
4066,Kanakpura Road,1507.0,2.0,95.0,3
4070,Kanakpura Road,1339.0,2.0,85.0,2
4071,Kanakpura Road,525.0,1.0,27.0,1
4072,Kanakpura Road,525.0,1.0,27.5,1
4074,Kanakpura Road,525.0,1.0,26.25,1
4076,Kanakpura Road,525.0,1.0,26.0,1
4077,Kanakpura Road,1050.0,2.0,59.0,3
4078,Kanakpura Road,1600.0,3.0,90.0,3
4079,Kanakpura Road,525.0,2.0,29.25,1
4081,Kanakpura Road,800.0,2.0,41.145,2
4084,Kanakpura Road,1100.0,3.0,56.57,3
4087,Kanakpura Road,1843.0,3.0,96.2,3
4091,Kanakpura Road,1240.0,2.0,65.0,2
4095,Kanakpura Road,700.0,2.0,41.0,2
4099,Kanakpura Road,700.0,1.0,41.0,2
4101,Kanakpura Road,1100.0,3.0,58.0,3
4102,Kanakpura Road,1140.0,2.0,65.0,2
4104,Kanakpura Road,700.0,2.0,40.0,2
4107,Kanakpura Road,525.0,1.0,26.01,1
4111,Kanakpura Road,1322.0,2.0,70.0,2
4112,Kanakpura Road,1698.0,2.0,105.0,2
4113,Kanakpura Road,1300.0,3.0,69.0,3
4114,Kanakpura Road,1300.0,3.0,69.0,3
4116,Kanakpura Road,1167.0,2.0,63.0,2
4120,Kanakpura Road,1300.0,3.0,69.0,3
4125,Kanakpura Road,1430.0,2.0,78.0,2
4126,Kanakpura Road,700.0,2.0,36.0,2
4129,Kanakpura Road,525.0,2.0,27.0,1
4131,Kanakpura Road,1100.0,3.0,58.0,3
4136,Kanakpura Road,1300.0,2.0,69.0,3
4137,Kanakpura Road,2000.0,3.0,105.0,3
4138,Kanakpura Road,1200.0,2.0,62.0,2
4140,Kanakpura Road,1843.0,3.0,95.0,3
4143,Kanakpura Road,900.0,2.0,46.29,2
4144,Kanakpura Road,850.0,1.0,37.32,1
4146,Kanakpura Road,525.0,1.0,30.0,1
4147,Kanakpura Road,1938.0,3.0,105.0,3
4148,Kanakpura Road,1843.0,3.0,96.2,3
4149,Kanakpura Road,525.0,1.0,26.0,1
4153,Kanakpura Road,700.0,2.0,36.0,2
4154,Kanakpura Road,1622.0,3.0,95.0,3
4159,Kannamangala,957.0,2.0,58.0,2
4160,Kannamangala,957.0,2.0,56.0,2
4161,Kannamangala,3000.0,4.0,200.0,4
4162,Kannamangala,1536.0,3.0,89.0,3
4163,Kannamangala,2400.0,4.0,130.0,4
4164,Kannamangala,1574.0,3.0,93.34,3
4165,Kannamangala,957.0,2.0,52.5,2
4166,Kannamangala,1536.0,3.0,104.0,3
4167,Kannamangala,957.0,2.0,54.5,2
4168,Kannamangala,2422.0,4.0,135.0,4
4169,Kannamangala,957.0,2.0,55.0,2
4170,Kannamangala,957.0,2.0,56.0,2
4172,Karuna Nagar,2500.0,3.0,180.0,3
4173,Karuna Nagar,2500.0,3.0,190.0,3
4174,Karuna Nagar,1962.0,3.0,175.0,3
4175,Karuna Nagar,1057.0,2.0,65.0,2
4176,Karuna Nagar,1354.0,2.0,98.0,3
4177,Karuna Nagar,1945.0,3.0,115.0,3
4178,Karuna Nagar,1960.0,3.0,165.0,3
4179,Kasavanhalli,1060.0,2.0,58.06,2
4180,Kasavanhalli,1563.05,3.0,105.0,3
4181,Kasavanhalli,1717.0,3.0,99.0,3
4183,Kasavanhalli,3260.0,4.0,240.0,4
4184,Kasavanhalli,1349.0,2.0,78.0,2
4185,Kasavanhalli,1121.0,2.0,78.0,2
4186,Kasavanhalli,1100.0,2.0,50.0,2
4188,Kasavanhalli,1200.0,2.0,78.0,2
4191,Kasavanhalli,1476.0,3.0,89.0,3
4193,Kasavanhalli,1200.0,2.0,50.0,2
4194,Kasavanhalli,1719.0,3.0,116.0,3
4195,Kasavanhalli,1115.0,2.0,50.0,2
4196,Kasavanhalli,1125.0,2.0,61.2,2
4197,Kasavanhalli,2170.0,3.0,151.0,3
4200,Kasavanhalli,1476.0,3.0,95.0,3
4201,Kasavanhalli,1200.0,2.0,50.3,2
4203,Kasavanhalli,1787.0,3.0,123.0,3
4204,Kasavanhalli,1090.0,2.0,59.8,2
4205,Kasavanhalli,1691.0,3.0,104.0,3
4206,Kasavanhalli,4260.0,4.0,272.0,4
4207,Kasavanhalli,2111.0,4.0,120.0,3
4209,Kasavanhalli,950.0,2.0,39.0,2
4214,Kasavanhalli,770.0,1.0,43.82,1
4215,Kasavanhalli,1147.0,2.0,60.0,2
4216,Kasavanhalli,1375.0,2.0,72.0,2
4218,Kasavanhalli,1200.0,2.0,60.0,2
4219,Kasavanhalli,4260.0,4.0,333.0,4
4220,Kasavanhalli,1495.0,2.0,83.0,2
4221,Kasavanhalli,5000.0,2.0,400.0,2
4222,Kasavanhalli,4000.0,4.0,325.0,4
4224,Kasavanhalli,1917.0,3.0,132.0,3
4225,Kasavanhalli,1375.0,2.0,78.0,2
4226,Kasavanhalli,4408.0,4.0,344.0,4
4227,Kasavanhalli,1309.0,2.0,95.0,2
4228,Kasavanhalli,1476.0,3.0,105.0,3
4229,Kasavanhalli,1158.0,2.0,67.0,2
4230,Kasavanhalli,1214.0,2.0,67.0,2
4231,Kasavanhalli,2110.0,4.0,120.0,3
4232,Kasavanhalli,1495.0,2.0,110.0,2
4233,Kasavanhalli,1575.0,2.0,85.0,2
4234,Kasavanhalli,1069.0,2.0,55.0,2
4235,Kasavanhalli,1100.0,2.0,68.0,2
4236,Kasavanhalli,1715.0,3.0,112.0,3
4237,Kasavanhalli,1100.0,2.0,65.0,2
4238,Kasavanhalli,1230.0,2.0,66.25,2
4239,Kasavanhalli,1819.0,3.0,150.0,3
4242,Kasavanhalli,1585.0,2.0,90.0,2
4243,Kasavanhalli,1245.0,2.0,80.0,2
4244,Kasavanhalli,2035.0,3.0,142.0,3
4245,Kasavanhalli,1747.0,3.0,110.0,3
4246,Kasavanhalli,1377.0,2.0,80.0,2
4247,Kasavanhalli,1181.0,2.0,61.0,2
4248,Kasavanhalli,1121.0,2.0,75.0,2
4249,Kasturi Nagar,1925.0,3.0,125.0,3
4250,Kasturi Nagar,1567.0,2.0,92.0,2
4253,Kasturi Nagar,1080.0,2.0,80.0,2
4254,Kasturi Nagar,1101.0,2.0,65.0,2
4256,Kasturi Nagar,1896.0,3.0,125.0,4
4257,Kasturi Nagar,1100.0,2.0,58.0,2
4258,Kasturi Nagar,1570.0,3.0,110.0,3
4259,Kasturi Nagar,1000.0,2.0,58.0,2
4260,Kasturi Nagar,1101.0,2.0,66.0,2
4261,Kasturi Nagar,2507.0,4.0,155.0,4
4262,Kathriguppe,1400.0,2.0,77.0,3
4263,Kathriguppe,1250.0,2.0,68.75,3
4264,Kathriguppe,1245.0,2.0,68.48,3
4265,Kathriguppe,1350.0,2.0,87.01,3
4266,Kathriguppe,1350.0,2.0,80.99,3
4267,Kathriguppe,1365.0,2.0,75.08,3
4268,Kathriguppe,1300.0,3.0,77.99,3
4269,Kathriguppe,1350.0,2.0,80.99,3
4270,Kathriguppe,1390.0,2.0,76.45,3
4271,Kathriguppe,1350.0,3.0,78.3,3
4272,Kathriguppe,1250.0,2.0,68.75,3
4273,Kathriguppe,1300.0,3.0,77.99,3
4274,Kathriguppe,1335.0,2.0,73.43,3
4275,Kathriguppe,1300.0,3.0,77.99,3
4276,Kathriguppe,1300.0,3.0,77.99,3
4277,Kathriguppe,1335.0,2.0,73.43,3
4278,Kathriguppe,1350.0,3.0,80.99,3
4279,Kathriguppe,1250.0,2.0,68.75,2
4280,Kathriguppe,1350.0,3.0,80.99,3
4281,Kaval Byrasandra,1200.0,2.0,52.0,2
4282,Kaval Byrasandra,1020.0,2.0,52.0,2
4283,Kaval Byrasandra,1200.0,2.0,49.5,2
4284,Kaval Byrasandra,945.0,2.0,50.0,2
4285,Kaval Byrasandra,1060.0,2.0,45.0,2
4286,Kaval Byrasandra,1100.0,2.0,46.0,2
4287,Kaval Byrasandra,1185.0,2.0,49.0,2
4288,Kaval Byrasandra,997.0,2.0,53.0,2
4289,Kaval Byrasandra,1060.0,2.0,42.0,2
4290,Kaval Byrasandra,480.0,1.0,25.0,1
4291,Kaval Byrasandra,1125.0,2.0,41.5,2
4292,Kaval Byrasandra,1180.0,2.0,60.0,2
4293,Kaval Byrasandra,1450.0,3.0,75.0,3
4294,Kaval Byrasandra,1066.0,2.0,55.0,2
4295,Kaval Byrasandra,1025.0,2.0,60.0,2
4296,Kaval Byrasandra,1400.0,3.0,75.0,3
4297,Kenchenahalli,1015.0,2.0,58.0,2
4298,Kenchenahalli,1150.0,2.0,58.0,2
4299,Kenchenahalli,1280.0,2.0,69.0,3
4300,Kenchenahalli,1410.0,2.0,73.0,3
4301,Kenchenahalli,870.0,1.0,45.0,2
4302,Kenchenahalli,1150.0,2.0,60.0,2
4303,Kenchenahalli,700.0,1.0,35.0,1
4304,Kenchenahalli,1060.0,2.0,52.0,2
4305,Kenchenahalli,1150.0,2.0,57.0,2
4306,Kenchenahalli,1720.0,3.0,100.0,3
4308,Kengeri,750.0,2.0,38.0,2
4310,Kengeri,1197.0,2.0,50.0,2
4311,Kengeri,1200.0,2.0,58.0,2
4313,Kengeri,726.0,2.0,31.0,2
4315,Kengeri,1025.0,2.0,57.0,2
4317,Kengeri,1082.0,2.0,49.0,3
4320,Kengeri,750.0,2.0,36.0,2
4321,Kengeri,963.0,2.0,40.0,2
4323,Kengeri,726.0,2.0,35.0,2
4325,Kengeri,416.0,1.0,19.5,1
4326,Kengeri,900.0,2.0,45.0,2
4329,Kengeri,502.0,1.0,25.0,1
4331,Kengeri,1200.0,3.0,67.0,3
4332,Kengeri,725.0,2.0,30.0,2
4333,Kengeri,500.0,1.0,17.0,1
4334,Kengeri,540.0,1.0,22.5,1
4335,Kengeri,750.0,2.0,35.5,2
4336,Kengeri,1741.0,3.0,80.0,3
4338,Kengeri,1200.0,2.0,58.0,2
4341,Kengeri,750.0,2.0,36.5,2
4343,Kengeri,416.0,1.0,18.0,1
4345,Kengeri,883.0,2.0,49.0,2
4346,Kengeri,1052.0,2.0,51.0,2
4348,Kengeri,1220.0,2.0,63.0,2
4349,Kengeri,1150.0,1.0,52.0,1
4350,Kengeri,1192.0,2.0,53.5,2
4352,Kengeri,750.0,2.0,40.0,2
4353,Kengeri,1035.0,2.0,51.5,2
4354,Kengeri,3000.0,5.0,130.0,8
4355,Kengeri,410.0,1.0,15.0,1
4356,Kengeri,416.0,1.0,17.19,1
4359,Kengeri,2500.0,4.0,100.0,5
4360,Kengeri,550.0,1.0,16.75,1
4361,Kengeri Satellite Town,890.0,2.0,35.0,2
4362,Kengeri Satellite Town,883.0,2.0,45.0,2
4363,Kengeri Satellite Town,1415.0,2.0,66.0,3
4364,Kengeri Satellite Town,930.0,1.0,30.0,1
4365,Kengeri Satellite Town,1635.0,2.0,78.0,3
4366,Kengeri Satellite Town,1050.0,2.0,43.0,2
4367,Kengeri Satellite Town,1007.0,2.0,42.0,2
4368,Kengeri Satellite Town,635.0,1.0,22.0,2
4369,Kengeri Satellite Town,818.0,2.0,26.0,2
4370,Kengeri Satellite Town,1030.0,2.0,50.0,2
4371,Kengeri Satellite Town,795.0,2.0,32.0,2
4372,Kengeri Satellite Town,1302.5,2.0,44.285,2
4373,Kengeri Satellite Town,800.0,2.0,40.0,2
4374,Kengeri Satellite Town,654.0,1.0,22.0,1
4375,Kengeri Satellite Town,1060.0,2.0,42.0,2
4376,Kengeri Satellite Town,750.0,2.0,33.0,2
4377,Kengeri Satellite Town,920.0,2.0,39.0,2
4378,Kengeri Satellite Town,985.0,2.0,42.0,2
4379,Kengeri Satellite Town,410.0,1.0,15.0,1
4380,Kengeri Satellite Town,1120.0,2.0,49.0,2
4382,Kengeri Satellite Town,1110.0,2.0,43.0,2
4383,Kengeri Satellite Town,1170.0,2.0,50.0,2
4384,Kengeri Satellite Town,777.4,2.0,25.0,2
4385,Kengeri Satellite Town,800.0,2.0,32.0,2
4386,Kereguddadahalli,950.0,2.0,32.0,2
4387,Kereguddadahalli,1400.0,2.0,48.0,3
4388,Kereguddadahalli,800.0,2.0,28.0,2
4389,Kereguddadahalli,904.0,2.0,30.0,2
4391,Kereguddadahalli,1000.0,2.0,30.0,2
4392,Kereguddadahalli,1240.0,3.0,41.0,3
4393,Kereguddadahalli,600.0,1.0,19.5,1
4394,Kereguddadahalli,1080.0,2.0,32.0,2
4395,Kereguddadahalli,1000.0,2.0,34.0,2
4398,Kereguddadahalli,1015.0,2.0,35.0,2
4399,Kodichikkanahalli,1190.0,2.0,57.0,3
4400,Kodichikkanahalli,995.0,2.0,41.0,2
4401,Kodichikkanahalli,2700.0,7.0,125.0,5
4402,Kodichikkanahalli,1495.0,2.0,75.0,3
4403,Kodichikkanahalli,1125.0,2.0,52.0,2
4404,Kodichikkanahalli,1150.0,2.0,48.0,2
4405,Kodichikkanahalli,1070.0,2.0,43.0,2
4406,Kodichikkanahalli,1620.0,2.0,85.0,3
4408,Kodichikkanahalli,1026.0,2.0,45.0,2
4409,Kodichikkanahalli,2500.0,7.0,125.0,5
4410,Kodichikkanahalli,450.0,1.0,18.0,1
4411,Kodichikkanahalli,907.0,2.0,38.5,2
4412,Kodichikkanahalli,1181.0,2.0,57.0,2
4413,Kodichikkanahalli,900.0,2.0,42.0,2
4415,Kodichikkanahalli,1400.0,3.0,66.0,3
4416,Kodichikkanahalli,976.0,2.0,50.0,2
4417,Kodichikkanahalli,2700.0,4.0,125.0,5
4418,Kodichikkanahalli,1299.0,2.0,58.0,2
4419,Kodichikkanahalli,900.0,2.0,35.0,2
4420,Kodigehaali,1166.0,2.0,55.0,2
4421,Kodigehaali,1320.0,3.0,65.0,3
4422,Kodigehaali,1117.0,2.0,56.0,2
4423,Kodigehaali,1200.0,2.0,55.0,2
4424,Kodigehaali,1200.0,2.0,60.0,2
4425,Kodigehaali,1013.0,2.0,51.0,2
4426,Kodigehaali,1324.0,3.0,65.0,3
4427,Kodigehaali,965.0,2.0,38.0,2
4428,Kodigehaali,866.0,2.0,32.0,2
4429,Kodigehaali,1442.0,3.0,80.0,3
4430,Kodigehalli,1270.0,2.0,98.0,2
4431,Kodigehalli,1200.0,2.0,48.0,2
4432,Kodigehalli,655.0,1.0,53.0,1
4433,Kodigehalli,1820.0,3.0,150.0,3
4434,Kodigehalli,635.0,1.0,28.0,2
4435,Kodigehalli,1200.0,4.0,156.0,3
4436,Kodihalli,3252.0,5.0,335.0,4
4437,Kodihalli,2700.0,4.0,270.0,3
4438,Kodihalli,2392.0,4.0,260.0,3
4439,Kodihalli,2408.0,4.0,260.0,3
4440,Kodihalli,2500.0,4.0,260.0,3
4441,Kodihalli,1620.0,3.0,130.0,3
4442,Kodihalli,3260.0,5.0,388.0,4
4443,Kodihalli,3197.0,5.0,335.0,4
4444,Kodihalli,1490.0,2.0,150.0,2
4445,Kogilu,1909.0,3.0,88.0,3
4447,Kogilu,1170.0,2.0,51.99,2
4448,Kogilu,650.0,2.0,28.0,2
4449,Kogilu,1140.0,2.0,50.66,2
4450,Kogilu,1200.0,2.0,53.33,2
4451,Kogilu,1934.0,3.0,150.0,3
4452,Kogilu,540.0,1.0,36.0,1
4453,Kogilu,1559.0,3.0,127.0,3
4454,Kogilu,1190.0,2.0,50.66,2
4455,Kogilu,1140.0,2.0,50.66,2
4456,Kogilu,1559.0,3.0,120.0,3
4457,Kogilu,700.0,1.0,30.84,1
4458,Kogilu,1250.0,2.0,55.55,2
4459,Kogilu,1200.0,2.0,53.33,2
4460,Kogilu,952.0,2.0,49.0,2
4461,Kogilu,700.0,1.0,30.84,1
4462,Kogilu,1250.0,2.0,55.55,2
4463,Kogilu,2456.0,7.0,85.0,7
4464,Kogilu,1140.0,2.0,50.66,2
4465,Kogilu,1140.0,2.0,50.66,2
4466,Konanakunte,2791.0,3.0,223.0,3
4467,Konanakunte,884.0,1.0,58.0,2
4468,Konanakunte,1400.0,2.0,73.0,3
4469,Konanakunte,3000.0,4.0,160.0,4
4470,Konanakunte,2400.0,2.0,180.0,3
4471,Konanakunte,3746.0,6.0,375.0,4
4472,Konanakunte,1423.0,2.0,85.0,3
4473,Koramangala,1320.0,2.0,165.0,2
4474,Koramangala,1253.0,2.0,102.0,2
4475,Koramangala,1580.0,3.0,160.0,3
4477,Koramangala,3500.0,5.0,425.0,4
4478,Koramangala,1005.0,1.0,110.0,2
4479,Koramangala,2292.0,4.0,275.0,3
4481,Koramangala,1290.0,2.0,100.0,2
4482,Koramangala,1300.0,2.0,110.0,2
4484,Koramangala,1325.0,2.0,119.0,2
4485,Koramangala,1140.0,2.0,75.2,2
4486,Koramangala,1260.0,2.0,100.0,2
4487,Koramangala,1975.0,3.0,210.0,3
4488,Koramangala,1900.0,2.0,200.0,2
4490,Koramangala,2292.0,3.0,286.0,3
4491,Koramangala,2300.0,3.0,290.0,3
4494,Koramangala,2503.0,6.0,325.0,4
4496,Koramangala,1320.0,2.0,150.0,2
4497,Koramangala,1320.0,2.0,110.0,2
4498,Koramangala,5985.0,4.0,775.0,4
4499,Koramangala,2461.0,6.0,353.0,4
4501,Koramangala,2246.0,3.0,300.0,3
4504,Koramangala,1083.0,2.0,100.0,2
4505,Koramangala,1744.0,3.0,200.0,3
4506,Koramangala,1180.0,2.0,128.0,2
4507,Koramangala,1320.0,2.0,160.0,2
4508,Koramangala,1370.0,2.0,125.0,2
4509,Koramangala,1100.0,2.0,85.0,2
4510,Koramangala,1249.0,2.0,165.0,2
4511,Koramangala,1200.0,2.0,100.0,2
4513,Koramangala,2223.0,3.0,300.0,3
4514,Koramangala,1744.0,4.0,210.0,3
4515,Koramangala,1866.0,4.0,245.0,3
4516,Koramangala,1320.0,2.0,160.0,2
4517,Koramangala,1350.0,2.0,103.0,2
4518,Koramangala,6000.0,4.0,625.0,4
4520,Koramangala,1320.0,2.0,160.0,2
4521,Koramangala,1710.0,3.0,210.0,3
4522,Koramangala,1700.0,3.0,250.0,3
4523,Koramangala,1355.0,2.0,95.0,2
4524,Koramangala,1600.0,3.0,170.0,3
4525,Koramangala,1260.0,2.0,100.0,2
4528,Kothannur,1206.0,2.0,48.23,2
4530,Kothannur,1100.0,2.0,40.0,2
4531,Kothannur,1197.0,2.0,47.88,2
4532,Kothannur,1197.0,2.0,47.8,2
4533,Kothannur,1070.0,2.0,42.79,2
4536,Kothannur,1070.0,2.0,38.6,2
4537,Kothannur,1485.0,2.0,59.4,3
4538,Kothannur,1215.0,2.0,48.6,3
4539,Kothannur,1404.0,2.0,56.15,3
4540,Kothanur,1200.0,2.0,51.0,2
4541,Kothanur,2400.0,2.0,150.0,3
4542,Kothanur,1828.0,3.0,110.0,3
4543,Kothanur,1186.0,2.0,58.0,2
4545,Kothanur,1847.0,3.0,105.0,3
4547,Kothanur,9600.0,5.0,550.0,5
4548,Kothanur,1435.0,3.0,70.0,3
4549,Kothanur,1187.0,2.0,58.0,2
4550,Kothanur,1847.0,3.0,110.0,3
4551,Kothanur,1460.0,3.0,71.0,3
4552,Kothanur,1185.0,2.0,59.0,2
4553,Kothanur,1436.0,3.0,70.0,3
4554,Kothanur,1462.0,3.0,71.0,3
4555,Kothanur,1790.0,3.0,105.0,3
4557,Kothanur,1070.0,2.0,45.5,2
4559,Kothanur,1145.0,2.0,56.0,2
4560,Kothanur,3401.0,5.0,230.0,4
4561,Kothanur,1455.0,2.0,69.0,2
4562,Kothanur,627.0,1.0,30.0,1
4563,Kothanur,1302.0,2.0,68.5,2
4564,Kothanur,1760.0,3.0,111.0,3
4565,Kothanur,1185.0,2.0,58.0,2
4566,Kothanur,1500.0,1.0,75.0,1
4567,Kothanur,1075.0,2.0,53.0,2
4568,Kothanur,1790.0,3.0,97.0,3
4569,Kothanur,2700.0,4.0,175.0,4
4570,Kothanur,1786.0,2.0,106.0,3
4571,Kothanur,1787.0,3.0,107.0,3
4572,Kothanur,1141.0,2.0,54.0,2
4573,Kothanur,1760.0,3.0,110.0,3
4575,Kothanur,1160.0,2.0,57.0,2
4576,Kothanur,1095.0,2.0,55.0,2
4577,Kothanur,1142.0,2.0,56.0,2
4578,Kothanur,1074.0,2.0,54.0,2
4579,Kothanur,1285.0,2.0,60.0,2
4580,Kothanur,1075.0,2.0,53.0,2
4581,Kothanur,1140.0,2.0,56.0,2
4582,Kothanur,1400.0,2.0,70.0,2
4585,Kothanur,1140.0,2.0,56.0,2
4586,Kothanur,1787.0,3.0,120.0,3
4587,Kothanur,1185.0,2.0,59.0,2
4589,Kothanur,1790.0,3.0,105.0,3
4590,Kothanur,1130.0,2.0,55.0,2
4591,Kothanur,1094.0,2.0,54.0,2
4592,Kothanur,1170.0,3.0,80.0,3
4593,Kothanur,1400.0,2.0,65.0,2
4594,Kothanur,1195.0,2.0,59.0,2
4595,Kothanur,1790.0,3.0,120.0,3
4596,Kothanur,1454.0,3.0,71.5,3
4597,Kudlu,1152.0,2.0,53.5,2
4598,Kudlu,1027.0,2.0,43.0,2
4599,Kudlu,1092.0,2.0,44.0,2
4600,Kudlu,1027.0,2.0,43.0,2
4601,Kudlu,1092.0,2.0,44.0,2
4602,Kudlu,1143.0,2.0,55.0,2
4604,Kudlu,1024.0,2.0,44.0,2
4606,Kudlu,1600.0,3.0,79.0,3
4607,Kudlu,1027.0,2.0,42.0,2
4608,Kudlu,1076.0,2.0,50.0,2
4609,Kudlu,1027.0,2.0,44.0,2
4610,Kudlu,1084.0,2.0,53.0,2
4611,Kudlu,1300.0,2.0,56.0,2
4612,Kudlu,1027.0,2.0,44.0,2
4613,Kudlu,1245.0,2.0,60.0,3
4614,Kudlu,1027.0,2.0,44.0,2
4615,Kudlu,1110.0,2.0,46.0,2
4616,Kudlu,2100.0,3.0,114.0,4
4617,Kudlu,1027.0,2.0,44.0,2
4618,Kudlu,720.0,1.0,33.0,1
4619,Kudlu,1027.0,2.0,44.0,2
4620,Kudlu,1162.0,2.0,52.0,2
4621,Kudlu,1041.0,2.0,53.0,2
4622,Kudlu Gate,1535.0,3.0,83.0,3
4623,Kudlu Gate,1535.0,3.0,85.0,3
4625,Kudlu Gate,1535.0,3.0,86.0,3
4626,Kudlu Gate,1564.0,2.0,92.0,3
4628,Kudlu Gate,1238.0,2.0,55.0,2
4629,Kudlu Gate,1707.0,2.0,99.745,3
4630,Kudlu Gate,1335.0,3.0,89.0,3
4631,Kudlu Gate,703.0,1.0,52.0,1
4632,Kudlu Gate,1535.0,3.0,86.0,3
4633,Kudlu Gate,1532.0,3.0,83.0,3
4634,Kudlu Gate,1113.0,2.0,50.0,2
4636,Kudlu Gate,1185.0,2.0,50.0,2
4640,Kudlu Gate,1215.0,2.0,45.0,2
4641,Kudlu Gate,812.0,2.0,38.25,2
4642,Kudlu Gate,1547.0,2.0,103.0,2
4643,Kudlu Gate,1336.0,2.0,86.0,2
4644,Kudlu Gate,1919.0,3.0,121.0,3
4645,Kudlu Gate,1464.0,3.0,56.0,2
4646,Kudlu Gate,1535.0,3.0,85.0,3
4647,Kudlu Gate,1850.0,3.0,120.0,3
4648,Kudlu Gate,940.0,2.0,69.57,2
4649,Kudlu Gate,1215.0,2.0,44.96,2
4650,Kudlu Gate,1164.0,2.0,75.0,2
4651,Kudlu Gate,3850.0,6.0,205.0,4
4652,Kudlu Gate,1183.0,2.0,79.54,2
4653,Kudlu Gate,1850.0,3.0,110.0,3
4655,Kudlu Gate,1183.0,2.0,79.54,2
4656,Kudlu Gate,1200.0,2.0,44.4,2
4658,Kudlu Gate,1310.0,2.0,53.0,2
4659,Kumaraswami Layout,2000.0,4.0,139.0,4
4660,Kumaraswami Layout,1000.0,2.0,48.5,2
4661,Kumaraswami Layout,1000.0,2.0,58.0,2
4662,Kumaraswami Layout,2400.0,7.0,125.0,7
4663,Kumaraswami Layout,2400.0,2.0,125.0,3
4664,Kumaraswami Layout,1310.0,2.0,70.0,3
4665,Kumaraswami Layout,850.0,1.0,78.0,1
4666,Kumaraswami Layout,3200.0,7.0,150.0,7
4667,Kumaraswami Layout,1310.0,2.0,85.0,3
